post_id,post_title,post_description,department_id,department_name,label
1118,समस्त उद्यान कृषक डीडीहाट,ड्रिप सिंचाई योजना पर अनुदान उपलब्ध कराये जाने बाबत।,112,मुख्य उद्यान अधिकारी पिथौरागढ़,31
1119,मोहन राम निवासी कनालीछीना,अखरोट के उन्नत पौधे उपलब्ध कराये जाने बाबत।,112,मुख्य उद्यान अधिकारी पिथौरागढ़,31
1120,समस्त कृषक समूह बेरीनाग,फल संरक्षण एवं प्रसंस्करण प्रशिक्षण आयोजित किये जाने बाबत।,112,मुख्य उद्यान अधिकारी पिथौरागढ़,31
1121,विमला देवी निवासी मुनस्यारी,उद्यान विभाग की सब्सिडी योजना के लंबित आवेदन का निस्तारण किये जाने बाबत।,112,मुख्य उद्यान अधिकारी पिथौरागढ़,31
1122,गोविन्द सिंह निवासी गंगोलीहाट,नाशपाती के उच्च गुणवत्ता वाले पौधे उपलब्ध कराये जाने बाबत।,112,मुख्य उद्यान अधिकारी पिथौरागढ़,31
1123,समस्त किसान संगठन पिथौरागढ़,फलदार पौधों हेतु आधुनिक नर्सरी स्थापित किये जाने बाबत।,112,मुख्य उद्यान अधिकारी पिथौरागढ़,31
1124,प्रेम सिंह निवासी बेरीनाग,फलोद्यान में सौर चालित सिंचाई पम्प पर अनुदान उपलब्ध कराये जाने बाबत।,112,मुख्य उद्यान अधिकारी पिथौरागढ़,31
1125,समस्त युवा उद्यमी समूह धारचूला,हाई-डेंसिटी सेब बागवानी योजना लागू किये जाने बाबत।,112,मुख्य उद्यान अधिकारी पिथौरागढ़,31
1126,कमला देवी एवं समस्त महिला समूह डीडीहाट,सुगंधित एवं औषधीय पौधों की खेती हेतु प्रशिक्षण उपलब्ध कराये जाने बाबत।,112,मुख्य उद्यान अधिकारी पिथौरागढ़,31
1127,समस्त फल उत्पादक किसान पिथौरागढ़,फलोद्यान विकास योजनाओं का लाभ पात्र किसानों तक समयबद्ध रूप से पहुँचाये जाने बाबत।,112,मुख्य उद्यान अधिकारी पिथौरागढ़,31
1128,समस्त ग्रामवासी ग्राम चिट्याल गंगोलीहाट,लंबित पेयजल योजना को प्रशासनिक स्वीकृति प्रदान किये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1129,भगवान सिंह प्रधान ग्राम पंचायत बेरीनाग,स्वीकृत पेयजल योजना की तकनीकी स्वीकृति शीघ्र प्रदान किये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1130,कमला देवी निवासी डीडीहाट,जिला स्तरीय पेयजल परियोजना की गुणवत्ता जांच कराये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1131,समस्त ग्रामवासी मुनस्यारी,जल जीवन मिशन के अन्तर्गत लंबित कार्यों की समीक्षा कराये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1132,गोविन्द सिंह निवासी धारचूला,पेयजल परियोजना का डीपीआर शीघ्र स्वीकृत किये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1133,समस्त जल उपभोक्ता समिति गंगोलीहाट,निर्माणाधीन पेयजल योजना की गुणवत्ता का निरीक्षण किये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1134,महेश सिंह निवासी पिथौरागढ़,स्वीकृत योजना के बजट आवंटन में विलम्ब का समाधान किये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1135,समस्त ग्राम पंचायत कनालीछीना,विभिन्न डिवीजनों में लंबित पेयजल योजनाओं की संयुक्त समीक्षा किये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1136,पुष्पा देवी निवासी बेरीनाग,निर्माणाधीन जलाशय कार्य का उच्च स्तरीय निरीक्षण कराये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1137,हरिश चन्द्र निवासी थल,स्वीकृत पेयजल योजना का कार्य शीघ्र प्रारम्भ कराने हेतु निर्देश जारी किये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1138,समस्त नागरिक मंच पिथौरागढ़,जिला स्तर की पेयजल परियोजनाओं की प्रगति समीक्षा कराये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1139,मोहन राम निवासी डीडीहाट,पाइपलाइन परियोजना की तकनीकी स्वीकृति लंबित होने का समाधान किये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1140,समस्त ग्राम प्रधान संगठन पिथौरागढ़,जिले की पेयजल योजनाओं हेतु अतिरिक्त बजट स्वीकृत किये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1141,विमला देवी निवासी धारचूला,अधूरी जिला स्तरीय पेयजल परियोजना का निरीक्षण कर कार्य पूर्ण कराये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1142,प्रेम सिंह निवासी गंगोलीहाट,नई पेयजल योजना के तकनीकी परीक्षण उपरान्त स्वीकृति प्रदान किये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1143,समस्त जल उपयोगकर्ता समिति बेरीनाग,निर्माण गुणवत्ता में अनियमितताओं की जांच कराये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1144,गोपाल सिंह निवासी मुनस्यारी,जल जीवन मिशन के जिला स्तरीय कार्यों की समीक्षा बैठक आयोजित किये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1145,समस्त ग्रामवासी डीडीहाट,लंबित पेयजल योजनाओं हेतु अतिरिक्त तकनीकी स्वीकृति प्रदान किये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1146,कमला देवी एवं समस्त महिला समूह पिथौरागढ़,पेयजल परियोजनाओं की गुणवत्ता का थर्ड पार्टी निरीक्षण कराये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1147,समस्त नागरिक पिथौरागढ़ जनपद,जिले की सभी लंबित पेयजल परियोजनाओं का समयबद्ध क्रियान्वयन सुनिश्चित किये जाने बाबत।,217,अधीक्षण अभियन्ता उत्तराखण्ड पेयजल निगम पिथौरागढ़,32
1148,शीला देवी निवासी पीपल तरा बलतड़ी पिथौरागढ़,पीएम किसान सम्मान निधि की लंबित किस्त जारी किये जाने बाबत।,189,मुख्य कृषि अधिकारी पिथौरागढ़,33
1149,मोहन सिंह निवासी बेरीनाग,उन्नत धान बीज उपलब्ध कराये जाने बाबत।,189,मुख्य कृषि अधिकारी पिथौरागढ़,33
1150,समस्त कृषक ग्राम गंगोलीहाट,समय पर प्रमाणित गेहूं बीज उपलब्ध कराये जाने बाबत।,189,मुख्य कृषि अधिकारी पिथौरागढ़,33
1151,भगवान सिंह प्रधान ग्राम पंचायत कनालीछीना,कृषि यंत्रीकरण योजना के अन्तर्गत पावर टिलर पर अनुदान प्रदान किये जाने बाबत।,189,मुख्य कृषि अधिकारी पिथौरागढ़,33
1152,कमला देवी निवासी डीडीहाट,मृदा स्वास्थ्य परीक्षण कर Soil Health Card उपलब्ध कराये जाने बाबत।,189,मुख्य कृषि अधिकारी पिथौरागढ़,33
1153,समस्त किसान समिति धारचूला,जैविक खेती प्रशिक्षण शिविर आयोजित किये जाने बाबत।,189,मुख्य कृषि अधिकारी पithौरागढ़,33
1154,गीता देवी निवासी मुनस्यारी,रबी फसल हेतु उर्वरक समय पर उपलब्ध कराये जाने बाबत।,189,मुख्य कृषि अधिकारी पithौरागढ़,33
1155,समस्त कृषक समूह थल,फसल बीमा योजना के लंबित दावों का निस्तारण किये जाने बाबत।,189,मुख्य कृषि अधिकारी पithौरागढ़,33
1156,महेश सिंह निवासी पिथौरागढ़,कृषि विभाग की अनुदान योजनाओं का लाभ दिलाये जाने बाबत।,189,मुख्य कृषि अधिकारी पithौरागढ़,33
1157,पुष्पा देवी निवासी बेरीनाग,दलहन बीज वितरण शीघ्र प्रारम्भ किये जाने बाबत।,189,मुख्य कृषि अधिकारी पithौरागढ़,33
1158,समस्त किसान संगठन डीडीहाट,कृषि यंत्र बैंक स्थापित किये जाने बाबत।,189,मुख्य कृषि अधिकारी पithौरागढ़,33
1159,हरिश चन्द्र निवासी गंगोलीहाट,खरीफ फसल हेतु प्रमाणित मक्का बीज उपलब्ध कराये जाने बाबत।,189,मुख्य कृषि अधिकारी पithौरागढ़,33
1160,समस्त ग्रामवासी कनालीछीना,कृषि विभाग द्वारा निःशुल्क किसान प्रशिक्षण आयोजित किये जाने बाबत।,189,मुख्य कृषि अधिकारी पithौरागढ़,33
1161,मोहन राम निवासी धारचूला,जंगली जानवरों से फसल सुरक्षा हेतु विभागीय सहायता उपलब्ध कराये जाने बाबत।,189,मुख्य कृषि अधिकारी पithौरागढ़,33
1162,विमला देवी निवासी मुनस्यारी,कृषि विभाग में लंबित किसान पंजीकरण शीघ्र स्वीकृत किये जाने बाबत।,189,मुख्य कृषि अधिकारी पithौरागढ़,33
1163,समस्त कृषक उत्पादक संगठन पिथौरागढ़,आधुनिक कृषि तकनीक पर प्रशिक्षण कार्यक्रम आयोजित किये जाने बाबत।,189,मुख्य कृषि अधिकारी पithौरागढ़,33
1164,गोविन्द सिंह निवासी बेरीनाग,स्प्रे पम्प पर अनुदान उपलब्ध कराये जाने बाबत।,189,मुख्य कृषि अधिकारी पithौरागढ़,33
1165,समस्त किसान समिति गंगोलीहाट,जैविक उर्वरकों की उपलब्धता सुनिश्चित किये जाने बाबत।,189,मुख्य कृषि अधिकारी पithौरागढ़,33
1166,प्रेम सिंह निवासी डीडीहाट,खाद वितरण केन्द्र पर पर्याप्त उर्वरक उपलब्ध कराये जाने बाबत।,189,मुख्य कृषि अधिकारी पithौरागढ़,33
1167,समस्त कृषक पिथौरागढ़ जनपद,कृषि विभाग की सभी योजनाओं का लाभ पात्र किसानों तक समयबद्ध पहुँचाये जाने बाबत।,189,मुख्य कृषि अधिकारी पithौरागढ़,33
1168,मोहन सिंह निवासी लोहाघाट,लोहाघाट-बाराकोट मोटर मार्ग के क्षतिग्रस्त भाग की मरम्मत कराये जाने बाबत।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1169,समस्त ग्रामवासी बाराकोट,मोटर मार्ग के किनारे सुरक्षा दीवार का निर्माण किये जाने बाबत।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1170,भगवान सिंह प्रधान ग्राम पंचायत देवीधुरा,सड़क किनारे क्षतिग्रस्त पैराफिट का पुनर्निर्माण किये जाने बाबत।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1171,कमला देवी निवासी लोहाघाट,बरसात के कारण क्षतिग्रस्त पुलिया की मरम्मत करायी जाये।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1172,समस्त ग्रामवासी रीठा साहिब मार्ग,भूस्खलन प्रभावित सड़क का मलबा हटाकर यातायात सुचारु किये जाने बाबत।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1173,महेश सिंह निवासी बाराकोट,मोटर मार्ग पर जल निकासी हेतु नाली निर्माण कराये जाने बाबत।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1174,समस्त व्यापार मंडल लोहाघाट,मुख्य बाजार से गुजरने वाले मोटर मार्ग का डामरीकरण कराये जाने बाबत।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1175,गीता देवी निवासी देवीधुरा,सड़क चौड़ीकरण का अधूरा कार्य शीघ्र पूर्ण किये जाने बाबत।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1176,समस्त ग्राम पंचायत बाराकोट,मोटर मार्ग पर दुर्घटना संभावित मोड़ पर क्रैश बैरियर लगाये जाने बाबत।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1177,हरिश चन्द्र निवासी लोहाघाट,सड़क किनारे रिटेनिंग वाल का निर्माण किये जाने बाबत।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1178,समस्त वाहन चालक संघ लोहाघाट,राष्ट्रीय राजमार्ग पर बने गड्ढों की शीघ्र मरम्मत करायी जाये।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1179,पुष्पा देवी निवासी बाराकोट,सड़क पर क्षतिग्रस्त कल्वर्ट का पुनर्निर्माण किये जाने बाबत।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1180,समस्त ग्रामवासी देवीधुरा,भूस्खलन रोकने हेतु सुरक्षात्मक कार्य किये जाने बाबत।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1181,प्रेम सिंह निवासी लोहाघाट,राष्ट्रीय राजमार्ग के ब्लैक स्पॉट का सुधार कर सड़क सुरक्षा बढ़ाये जाने बाबत।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1182,गोविन्द सिंह निवासी बाराकोट,क्षतिग्रस्त सड़क की डामर परत का नवीनीकरण किये जाने बाबत।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1183,समस्त नागरिक लोहाघाट,मोटर मार्ग के किनारे चेतावनी संकेतक लगाये जाने बाबत।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1184,कमला देवी निवासी देवीधुरा,बरसात से क्षतिग्रस्त सड़क किनारे सुरक्षा दीवार का पुनर्निर्माण किये जाने बाबत।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1185,समस्त ग्राम पंचायत बाराकोट,मोटर मार्ग पर संकरी पुलिया का चौड़ीकरण किये जाने बाबत।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1186,मोहन राम निवासी लोहाघाट,सड़क किनारे नाली अवरुद्ध होने से जलभराव की समस्या का समाधान किये जाने बाबत।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1187,समस्त ग्रामवासी लोहाघाट क्षेत्र,सड़क सुरक्षा एवं लंबित निर्माण कार्यों का निरीक्षण कर शीघ्र पूर्ण किये जाने बाबत।,213,अधिशासी अभियन्ता एन एच लोक निर्माण विभाग लोहाघाट,34
1188,निगार पुत्री मोहम्मद नियाज निवासी पुरानी बाजार पिथौरागढ़,पारिवारिक पेंशन का लंबित भुगतान किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1189,मोहन सिंह सेवानिवृत्त कर्मचारी पिथौरागढ़,सेवानिवृत्ति उपरान्त पेंशन स्वीकृत कर भुगतान किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1190,कमला देवी पारिवारिक पेंशनधारक धारचूला,पारिवारिक पेंशन में हो रही देरी का समाधान किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1191,हरिश चन्द्र सेवानिवृत्त शिक्षक बेरीनाग,लंबित एरियर राशि का भुगतान किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1192,गीता देवी सेवानिवृत्त कर्मचारी डीडीहाट,जीपीएफ की अंतिम धनराशि जारी किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1193,महेश सिंह कर्मचारी पिथौरागढ़,वेतन बिल शीघ्र पारित कर भुगतान किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1194,समस्त सेवानिवृत्त कर्मचारी संगठन पिथौरागढ़,पेंशन भुगतान में हो रही अनावश्यक देरी दूर किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1195,भगवान सिंह कर्मचारी मुनस्यारी,वेतन एरियर का लंबित भुगतान किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1196,पुष्पा देवी पारिवारिक पेंशनधारक गंगोलीहाट,पारिवारिक पेंशन पुनरीक्षण कर अंतर धनराशि प्रदान किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1197,समस्त कर्मचारी संघ पिथौरागढ़,ट्रेजरी में लंबित वेतन बिलों का शीघ्र निस्तारण किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1198,गोविन्द सिंह सेवानिवृत्त कर्मचारी कनालीछीना,सातवें वेतनमान के एरियर का भुगतान किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1199,विमला देवी पेंशनधारक थल,मासिक पेंशन बैंक खाते में समय पर उपलब्ध कराये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1200,मोहन राम कर्मचारी धारचूला,जीपीएफ आहरण आवेदन का शीघ्र निस्तारण किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1201,समस्त पेंशनर्स एसोसिएशन पिथौरागढ़,लंबित पेंशन प्रकरणों का विशेष शिविर आयोजित कर निस्तारण किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1202,कमला देवी सेवानिवृत्त स्वास्थ्य कर्मचारी बेरीनाग,अवकाश नकदीकरण की लंबित धनराशि जारी किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1203,प्रेम सिंह कर्मचारी डीडीहाट,वेतन निर्धारण में हुई त्रुटि का संशोधन किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1204,समस्त राजकीय कर्मचारी संगठन पिथौरागढ़,कोषागार में लंबित भुगतान प्रकरणों का शीघ्र निस्तारण किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1205,हरिश चन्द्र सेवानिवृत्त वन कर्मचारी मुनस्यारी,ग्रेच्युटी की लंबित धनराशि जारी किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1206,गीता देवी पारिवारिक पेंशनधारक पिथौरागढ़,पेंशन भुगतान आदेश में संशोधन किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1207,समस्त पेंशनभोगी पिथौरागढ़ जनपद,पेंशन एवं कोषागार संबंधी लंबित प्रकरणों का समयबद्ध निस्तारण सुनिश्चित किये जाने बाबत।,11,"वरिष्ठ कोषाधिकारी कार्यालय, पिथौरागढ़",35
1208,पार्वती देवी निवासी ग्राम रैड़ा कनालीछीना,प्रधानमंत्री आवास योजना (ग्रामीण) का लाभ दिलाये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1209,समस्त ग्रामवासी ग्राम सतगढ़,ग्राम पंचायत में सीसी मार्ग का निर्माण कराये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1210,भगवान सिंह प्रधान ग्राम पंचायत रैड़ा,मनरेगा के अन्तर्गत स्वीकृत कार्य शीघ्र प्रारम्भ किये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1211,कमला देवी निवासी सतगढ़,ग्राम पंचायत में नाली निर्माण कर जल निकासी की व्यवस्था किये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1212,समस्त महिला स्वयं सहायता समूह कनालीछीना,स्वयं सहायता समूह को स्वरोजगार योजना का लाभ दिलाये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1213,मोहन सिंह निवासी कनालीछीना,पंचायत भवन की मरम्मत कराये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1214,समस्त ग्राम पंचायत सतगढ़,मनरेगा मजदूरी का लंबित भुगतान कराये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1215,गीता देवी निवासी रैड़ा,ग्राम में सामुदायिक शौचालय का निर्माण कराये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1216,हरिश चन्द्र निवासी कनालीछीना,आंगनबाड़ी भवन की मरम्मत एवं रंगाई-पुताई कराये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1217,समस्त ग्रामवासी ग्राम ढुंगातोली,ग्राम सभा में आंतरिक सीसी मार्ग का निर्माण किये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1218,महेश सिंह निवासी सतगढ़,वृद्धजन हेतु पंचायत भवन में रैम्प निर्माण कराये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1219,समस्त युवक मंगल दल कनालीछीना,खेल मैदान के विकास हेतु स्वीकृत कार्य पूर्ण किये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1220,पुष्पा देवी निवासी रैड़ा,प्रधानमंत्री आवास योजना के लंबित आवेदन का निस्तारण किये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1221,समस्त ग्राम संगठन सतगढ़,राष्ट्रीय ग्रामीण आजीविका मिशन के अन्तर्गत प्रशिक्षण आयोजित किये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1222,गोविन्द सिंह निवासी कनालीछीना,मनरेगा से स्वीकृत जल संरक्षण कार्य पूर्ण किये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1223,विमला देवी निवासी ढुंगातोली,ग्राम पंचायत में वर्षा जल निकासी हेतु पक्की नाली निर्माण किये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1224,प्रेम सिंह निवासी सतगढ़,ग्राम पंचायत में सार्वजनिक शौचालय का रखरखाव सुनिश्चित किये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1225,समस्त ग्राम प्रधान संगठन कनालीछीना विकासखण्ड,विकास योजनाओं के लंबित प्रस्तावों को स्वीकृति प्रदान किये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1226,कमला देवी एवं समस्त महिला समूह कनालीछीना,स्वयं सहायता समूहों को बैंक लिंकेज सुविधा उपलब्ध कराये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1227,समस्त ग्रामवासी कनालीछीना विकासखण्ड,ग्रामीण विकास योजनाओं का समयबद्ध एवं गुणवत्तापूर्ण क्रियान्वयन सुनिश्चित किये जाने बाबत।,105,खण्ड विकास अधिकारी कनालीछीना,36
1228,हिमांशु चुफाल सरपंच वन पंचायत सीनी डीडीहाट,ग्राम सीनी में पुलिया निर्माण कराये जाने बाबत।,110,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37
1229,समस्त ग्रामवासी ग्राम चामा डीडीहाट,ग्राम सभा भवन का निर्माण शीघ्र पूर्ण किये जाने बाबत।,110,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37
1230,भगवान सिंह प्रधान ग्राम पंचायत खतेड़ा,आंगनबाड़ी भवन का निर्माण कराये जाने बाबत।,110,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37
1231,कमला देवी निवासी डीडीहाट,सामुदायिक भवन की मरम्मत कराये जाने बाबत।,110,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37
1232,समस्त ग्रामवासी ग्राम बनरी,ग्राम में पैदल पुल का निर्माण कराये जाने बाबत।,110,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37
1233,मोहन सिंह निवासी सीनी,राजकीय भवन की क्षतिग्रस्त छत की मरम्मत कराये जाने बाबत।,110,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37
1234,गीता देवी निवासी चामा,पंचायत भवन की चाहरदीवारी का निर्माण कराये जाने बाबत।,110,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37
1235,समस्त ग्राम पंचायत सीनी,ग्रामीण संपर्क पुल के एप्रोच मार्ग का निर्माण कराये जाने बाबत।,110,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37
1236,हरिश चन्द्र निवासी डीडीहाट,प्राथमिक विद्यालय भवन की मरम्मत कराये जाने बाबत।,110,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37
1237,समस्त ग्रामवासी ग्राम बनरी,सामुदायिक शौचालय भवन का निर्माण कराये जाने बाबत।,110,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37
1238,महेश सिंह निवासी खतेड़ा,ग्राम पंचायत भवन में अतिरिक्त कक्ष का निर्माण कराये जाने बाबत।,110,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37
1239,पुष्पा देवी निवासी सीनी,बारिश से क्षतिग्रस्त पुलिया का पुनर्निर्माण कराये जाने बाबत।,110,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37
1240,समस्त ग्राम संगठन डीडीहाट,बहुउद्देशीय सामुदायिक भवन का निर्माण कराये जाने बाबत।,110,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37
1241,गोविन्द सिंह निवासी चामा,आंगनबाड़ी केन्द्र भवन की मरम्मत कराये जाने बाबत।,110,अधिशासी अभियन्ता ग्रामीण निर्माण विभाग प्रखण्ड डीडीहाट,37
